brand,cpu,gpu,os,storage_type,ram_gb,storage_gb,screen_inches,rating,warranty_years,cpu_physical_cores,cpu_threads,year,price
Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,Windows 10,hdd,4.0,1024.0,15.6,,,,,,69840.0
Fujitsu,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,71910.0
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 7,hdd,4.0,500.0,15.6,,,,,,83880.0
Lenovo,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 920MX,Windows 10,hdd,8.0,1024.0,15.6,,,,,,80910.0
Mediacom,Intel Atom x5-Z8350 1.44GHz,Intel HD Graphics,Windows 10,ssd,2.0,32.0,14.0,,,,,,21510.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,No OS,ssd,4.0,128.0,15.6,,,,,,42120.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,6.0,1024.0,13.3,,,,,,57510.9
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,256.0,15.6,,,,,,163800.0
Asus,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,14.0,,,,,,171000.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,1280.0,15.6,,,,,,133110.0
Lenovo,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,4.0,256.0,15.6,,,,,,74610.0
Lenovo,Intel Core i3 6006U 2.0GHz,Nvidia GeForce 920MX,Windows 10,hdd,4.0,1024.0,15.6,,,,,,52110.0
Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,hdd,8.0,1024.0,15.6,,,,,,35910.0
Asus,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,hdd,8.0,1024.0,15.6,,,,,,81595.8
Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,168210.0
Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Windows 10,ssd,2.0,32.0,14.0,,,,,,22410.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,158167.80000000002
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,16.0,1024.0,15.6,,,,,,215910.0
Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050M,Windows 10,ssd,8.0,1152.0,15.6,,,,,,99810.0
HP,AMD A9-Series 9420 3.0GHz,AMD Radeon R5,Windows 10,hdd,8.0,1024.0,17.0,,,,,,46881.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,14.0,,,,,,220500.0
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,No OS,hdd,8.0,1024.0,15.6,,,,,,105210.0
Acer,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,40500.0
Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics,Windows 10,ssd,4.0,32.0,14.0,,,,,,24660.0
Acer,Intel Core i5 7200U 2.5GHz,Intel Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,82710.0
Razer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,256.0,14.0,,,,,,233910.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,13.3,,,,,,109170.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,12.5,,,,,,142560.0
Asus,Intel Core i7 6820HK 2.7GHz,Nvidia GeForce GTX 1080,Windows 10,ssd,32.0,512.0,17.3,,,,,,251910.0
Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Linux,hdd,8.0,1024.0,15.6,,,,,,63810.0
Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,130491.00000000001
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,8.0,1152.0,15.6,,,,,,107262.0
HP,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,No OS,hdd,4.0,500.0,15.6,,,,,,32841.0
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,8.0,500.0,15.6,,,,,,95760.0
Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,Windows 10,ssd,8.0,256.0,15.6,,,,,,82710.0
Dell,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,Windows 10,ssd,16.0,2304.0,15.6,,,,,,102150.0
Lenovo,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,Windows 10,ssd,8.0,1152.0,15.6,,,,,,107640.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,32.0,1536.0,17.3,,,,,,283263.3
Dell,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,110610.0
Lenovo,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,hdd,4.0,500.0,15.6,,,,,,37710.0
Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,48150.0
HP,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,Windows 10,hdd,6.0,1024.0,15.6,,,,,,48510.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,8.0,1152.0,17.3,,,,,,133809.3
Toshiba,Intel Core i3 6100U 2.1GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,128.0,15.6,,,,,,44820.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,8.0,1024.0,15.6,,,,,,85950.0
HP,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,Windows 10,hdd,8.0,1024.0,15.6,,,,,,67050.0
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,113220.0
Acer,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Linux,ssd,4.0,128.0,15.6,,,,,,37080.0
Microsoft,Intel Core i7 7600U 2.8GHz,Intel Iris Plus Graphics 640,Windows 10 S,ssd,8.0,256.0,13.5,,,,,,168106.5
Lenovo,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,Windows 10,ssd,8.0,1152.0,15.6,,,,,,73615.5
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,93060.0
Lenovo,AMD E-Series E2-9000 2.2GHz,AMD Radeon R2 Graphics,Windows 10,ssd,4.0,128.0,15.6,,,,,,31410.0
HP,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,Windows 10,ssd,4.0,128.0,14.0,,,,,,62910.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,16.0,1280.0,15.6,,,,,,116460.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,102150.0
HP,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Chrome OS,ssd,8.0,64.0,11.6,,,,,,44550.0
LG,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,15.6,,,,,,206910.0
Acer,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,256.0,15.6,,,,,,116910.0
MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,256.0,15.6,,,,,,89811.0
Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,ssd,4.0,128.0,15.6,,,,,,37710.0
Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1152.0,15.6,,,,,,184590.0
HP,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 520,Windows 10,ssd,4.0,256.0,17.3,,,,,,62910.0
Lenovo,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,512.0,13.3,,,,,,134910.0
Dell,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1280.0,15.6,,,,,,253237.5
HP,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,55134.9
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,Windows 10,hdd,4.0,1024.0,15.6,,,,,,49110.299999999996
HP,AMD A10-Series 9600P 2.4GHz,AMD Radeon R7 M440,Windows 10,hdd,6.0,2048.0,17.3,,,,,,51210.0
Lenovo,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,Windows 10,hdd,4.0,500.0,15.6,,,,,,28620.0
Acer,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,Chrome OS,ssd,4.0,32.0,14.0,,,,,,33750.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,14.0,,,,,,62910.0
HP,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M1200,Windows 10,hdd,8.0,500.0,17.3,,,,,,171719.1
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,233100.0
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,87570.0
Acer,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,Windows 10,ssd,4.0,32.0,11.6,,,,,,24210.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,14.0,,,,,,157410.0
Asus,Intel Core M M3-6Y30 0.9GHz,Intel HD Graphics 515,Chrome OS,ssd,4.0,64.0,12.5,,,,,,60210.0
Toshiba,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,ssd,16.0,512.0,13.3,,,,,,168930.0
HP,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,Windows 10,hdd,4.0,500.0,15.6,,,,,,62010.0
Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,hdd,8.0,1024.0,15.6,,,,,,73710.0
Lenovo,AMD A9-Series 9420 2.9GHz,AMD Radeon 530,Windows 10,ssd,4.0,256.0,15.6,,,,,,35910.0
Lenovo,AMD A12-Series 9720P 3.6GHz,AMD Radeon R7,Windows 10,hdd,8.0,1024.0,15.6,,,,,,38610.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,2048.0,15.6,,,,,,55930.50000000001
Lenovo,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,No OS,hdd,4.0,500.0,15.6,,,,,,40500.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,71550.0
Acer,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,89910.0
Lenovo,Intel Core i7 6500U 2.5GHz,Nvidia Quadro M520M,Windows 7,ssd,16.0,512.0,15.6,,,,,,166950.0
Lenovo,Intel Core i5 6300HQ 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,14.0,,,,,,107190.0
HP,AMD A10-Series 9620P 2.5GHz,AMD Radeon 530,Windows 10,hdd,6.0,2048.0,17.3,,,,,,58950.9
Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,8.0,1152.0,15.6,,,,,,112410.0
Dell,Intel Core i5 7440HQ 2.8GHz,Nvidia GeForce 930MX,Linux,ssd,8.0,256.0,14.0,,,,,,98010.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Linux,hdd,8.0,1024.0,15.6,,,,,,65340.0
Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,ssd,4.0,32.0,14.0,,,,,,26820.0
Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,15.6,,,,,,128399.40000000001
Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,Windows 10,ssd,8.0,256.0,14.0,,,,,,77136.3
Dell,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,106110.0
Lenovo,AMD A6-Series 7310 2.0GHz,AMD Radeon R4,Windows 10,hdd,4.0,500.0,15.6,,,,,,26820.0
Mediacom,Intel Atom Z8350 1.92GHz,Intel HD Graphics 400,Windows 10,hdd,4.0,32.0,14.0,,,,,,23850.0
HP,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,Windows 10,ssd,8.0,256.0,17.3,,,,,,108000.0
Lenovo,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,512.0,14.0,,,,,,151797.6
HP,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,75294.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,134910.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,32.0,2048.0,17.3,,,,,,329346.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,8.0,1152.0,17.3,,,,,,121363.2
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,No OS,hdd,4.0,1024.0,15.6,,,,,,44091.0
Dell,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,Windows 10,ssd,8.0,1152.0,15.6,,,,,,64710.0
Dell,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,1024.0,13.3,,,,,,58410.0
Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,Linux,hdd,8.0,1024.0,15.6,,,,,,53056.799999999996
HP,AMD A9-Series 9420 3.0GHz,AMD Radeon 520,Windows 10,hdd,4.0,1024.0,15.6,,,,,,44010.0
Acer,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1152.0,17.3,,,,,,174150.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,12.0,1024.0,15.6,,,,,,58410.0
HP,AMD A9-Series A9-9420 3.0GHz,AMD Radeon 520,Windows 10,ssd,6.0,1152.0,15.6,,,,,,58500.0
Acer,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,500.0,15.6,,,,,,50310.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,86400.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,hdd,4.0,1024.0,15.6,,,,,,70110.0
HP,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M2200,Windows 10,ssd,16.0,256.0,15.6,,,,,,217710.0
Dell,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,Windows 10,hdd,8.0,1024.0,13.3,,,,,,59310.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1280.0,15.6,,,,,,188503.2
Acer,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,36972.0
Dell,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,Windows 10,ssd,8.0,1152.0,15.6,,,,,,108630.0
Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,59850.0
Toshiba,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,138150.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,89910.0
Lenovo,Intel Core i7 7600U 2.8GHz,Nvidia Quadro M520M,Windows 10,ssd,16.0,1024.0,15.6,,,,,,296910.0
Acer,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,2.0,32.0,14.0,,,,,,29700.0
Samsung,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,256.0,13.3,,,,,,148410.0
HP,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,48510.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,101403.90000000001
HP,Intel Xeon E3-1535M v5 2.9GHz,Nvidia Quadro M2000M,Windows 7,ssd,16.0,256.0,17.3,,,,,,395010.0
Lenovo,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Windows 10,ssd,4.0,128.0,11.6,,,,,,42750.0
HP,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,Windows 10,ssd,8.0,256.0,15.6,,,,,,171000.0
Asus,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 950M,No OS,hdd,4.0,1024.0,15.6,,,,,,52110.0
Lenovo,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,180.0,14.0,,,,,,98640.0
Asus,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,15.6,,,,,,76491.0
Lenovo,Intel Core i5 6260U 1.8GHz,Intel HD Graphics 540,Windows 10,ssd,8.0,256.0,13.3,,,,,,107910.0
HP,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,98910.0
HP,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,Windows 7,ssd,8.0,256.0,15.6,,,,,,140490.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1280.0,15.6,,,,,,258209.09999999998
Acer,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,256.0,15.6,,,,,,53910.0
Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,94320.0
Dell,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,256.0,12.5,,,,,,167310.0
Google,Intel Core i5 7Y57 1.2GHz,Intel HD Graphics 615,Chrome OS,ssd,8.0,256.0,12.3,,,,,,140310.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,101610.0
Dell,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,13.3,,,,,,76410.0
Acer,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,128.0,13.3,,,,,,58950.0
Asus,Intel Pentium Quad Core N4200 1.1GHz,Nvidia GeForce 920MX,Windows 10,hdd,4.0,1024.0,17.3,,,,,,42330.6
Dell,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,Windows 10,ssd,16.0,1152.0,15.6,,,,,,98910.0
Samsung,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,143910.0
Acer,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Linux,hdd,4.0,1024.0,15.6,,,,,,26820.0
Dell,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,Windows 10,ssd,16.0,256.0,15.6,,,,,,106314.3
Samsung,Intel Core i7 7500U 2.7GHz,AMD Radeon 540,Windows 10,ssd,16.0,256.0,15.0,,,,,,161910.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,128.0,14.0,,,,,,91800.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,hdd,8.0,1024.0,15.6,,,,,,98910.0
HP,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,ssd,4.0,256.0,12.5,,,,,,111960.0
Asus,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,Windows 10,hdd,12.0,2048.0,15.6,,,,,,75510.0
Lenovo,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M2000M,Windows 7,ssd,16.0,512.0,15.6,,,,,,213300.0
Acer,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,Windows 10,ssd,4.0,128.0,14.0,,,,,,57240.0
Razer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,512.0,14.0,,,,,,260910.0
Asus,Intel Pentium Dual Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,ssd,8.0,128.0,15.6,,,,,,52371.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070M,Windows 10,ssd,32.0,2048.0,17.3,,,,,,322992.0
Asus,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1280.0,17.3,,,,,,211500.0
Toshiba,Intel Core i7 6600U 2.6GHz,Nvidia GeForce 930M,Windows 10,ssd,16.0,512.0,14.0,,,,,,158760.0
Lenovo,Intel Celeron Quad Core N3710 1.6GHz,Intel HD Graphics 405,No OS,hdd,8.0,1024.0,15.6,,,,,,29610.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,14.0,,,,,,206910.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1280.0,14.0,,,,,,170190.0
MSI,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,1152.0,15.6,,,,,,98010.0
Lenovo,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,Windows 10,hdd,4.0,1024.0,15.6,,,,,,89910.0
Acer,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1280.0,17.3,,,,,,206910.0
Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,256.0,15.6,,,,,,88650.0
Asus,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1060,Windows 10,ssd,8.0,1152.0,15.6,,,,,,120510.0
Vero,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,ssd,4.0,32.0,14.0,,,,,,18261.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,512.0,13.3,,,,,,177300.0
Lenovo,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M460,Windows 10,ssd,8.0,256.0,15.6,,,,,,86310.0
Apple,Intel Core M 1.2GHz,Intel HD Graphics 5300,Mac OS X,ssd,8.0,512.0,12.0,,,,,,104850.0
Lenovo,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,209700.0
Asus,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,Windows 10,ssd,4.0,32.0,14.0,,,,,,26910.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,128.0,15.6,,,,,,72900.0
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.9,,,,,,121410.0
Dell,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M420X,Windows 10,ssd,8.0,256.0,15.6,,,,,,66510.0
HP,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M2200,Windows 10,ssd,8.0,256.0,15.6,,,,,,185841.0
Asus,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,15.6,,,,,,98910.0
Dell,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,134910.0
Dell,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,Windows 10,ssd,8.0,256.0,15.6,,,,,,157410.0
Dell,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,Windows 10,ssd,4.0,128.0,11.6,,,,,,66960.0
HP,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,12.5,,,,,,125010.0
Toshiba,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,70200.0
HP,AMD A12-Series 9700P 2.5GHz,AMD Radeon R7 Graphics,Windows 10,hdd,8.0,2048.0,15.6,,,,,,56610.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,Windows 10,ssd,16.0,512.0,15.6,,,,,,151110.0
Lenovo,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920M,Windows 10,hdd,4.0,1024.0,15.6,,,,,,54810.0
HP,Intel Core i7 7700HQ 2.8GHz,AMD Radeon RX 580,Windows 10,hdd,12.0,1024.0,17.3,,,,,,157410.0
MSI,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,Windows 10,ssd,16.0,1536.0,17.3,,,,,,217350.0
Samsung,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,13.3,,,,,,134910.0
Dell,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GT 940MX,Windows 10,hdd,8.0,1024.0,15.6,,,,,,86490.0
Dell,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,Windows 10,ssd,8.0,256.0,15.6,,,,,,71082.9
Lenovo,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,Windows 10,ssd,8.0,256.0,14.0,,,,,,167310.0
Razer,Intel Core i7 7500U 2.5GHz,Intel HD Graphics 620,Windows 10,ssd,16.0,512.0,12.5,,,,,,161910.0
HP,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,Chrome OS,ssd,4.0,16.0,11.6,,,,,,34650.0
Dell,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,Windows 10,ssd,16.0,1152.0,17.3,,,,,,225451.8
Dell,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,14.0,,,,,,67950.0
Lenovo,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,Windows 10,hdd,4.0,500.0,15.6,,,,,,44091.0
